keyword,file,line_start,line_end,snippet
IRT,packages/shared/src/config/irt-estimation-config.ts,2,2,* IRT Parameter Estimation Configuration
IRT,packages/shared/src/config/irt-estimation-config.ts,3,3,* Metadata-based heuristics for estimating IRT parameters
ENAMED,packages/shared/src/config/irt-estimation-config.ts,6,6,* Bootstrap validation against ENAMED 2025 microdata reveals:
microdata,packages/shared/src/config/irt-estimation-config.ts,6,6,* Bootstrap validation against ENAMED 2025 microdata reveals:
ENAMED,packages/shared/src/config/irt-estimation-config.ts,13,13,"* ENAMED spans -3.5 to +2.4 (5.9 units). Tuning attempts (0.4→0.6, 0.3→0.5) show"
ENAMED,packages/shared/src/config/irt-estimation-config.ts,19,19,* 3. Area-specific discrimination multipliers — from empirical ENAMED 2025
IRT,packages/shared/src/config/irt-estimation-config.ts,27,27,export const IRT_ESTIMATION_CONFIG = {
ENAMED,packages/shared/src/config/irt-estimation-config.ts,35,35,"TIER_1_NATIONAL: 0.4, // USP, UNIFESP, ENAMED, ENARE → harder"
ENAMED,packages/shared/src/config/irt-estimation-config.ts,63,63,// Area-specific adjustment (UPDATED Phase 2: Empirical ENAMED 2025)
ENAMED,packages/shared/src/config/irt-estimation-config.ts,91,91,"TIER_1_NATIONAL: 0.20, // Surgery at ENAMED is notably harder"
ENAMED,packages/shared/src/config/irt-estimation-config.ts,134,134,// Area-specific discrimination (Phase 2: Empirical ENAMED 2025)
ENAMED,packages/shared/src/config/irt-estimation-config.ts,181,181,"'ENAMED',"
ENAMED,packages/shared/src/config/irt-estimation-config.ts,230,230,"'ENAMED': 'national',"
DIF,packages/shared/src/generators/distractor-generator.ts,50,50,"const DIFFICULTY_SIMILARITY_RANGES: Record<string, [number, number]> = {"
DIF,packages/shared/src/generators/distractor-generator.ts,119,119,"difficulty: keyof typeof DIFFICULTY_SIMILARITY_RANGES,"
DIF,packages/shared/src/generators/distractor-generator.ts,122,122,const targetSimilarity = DIFFICULTY_SIMILARITY_RANGES[difficulty];
DIF,packages/shared/src/generators/distractor-generator.ts,347,347,"difficulty: keyof typeof DIFFICULTY_SIMILARITY_RANGES,"
DIF,packages/shared/src/generators/distractor-generator.ts,374,374,"difficulty: keyof typeof DIFFICULTY_SIMILARITY_RANGES,"
DIF,packages/shared/src/generators/distractor-generator.ts,400,400,"targetDifficulty: keyof typeof DIFFICULTY_SIMILARITY_RANGES,"
DIF,packages/shared/src/generators/distractor-generator.ts,426,426,const targetRange = DIFFICULTY_SIMILARITY_RANGES[targetDifficulty];
DIF,packages/shared/src/generators/distractor-generator.ts,457,457,export { DIFFICULTY_SIMILARITY_RANGES };
ENAMED,packages/shared/src/generators/question-generator.ts,5,5,* Automatic generation of ENAMED-style questions using:
ENAMED,packages/shared/src/generators/question-generator.ts,7,7,* - ENAMED question patterns
IRT,packages/shared/src/generators/question-generator.ts,9,9,* - IRT parameter estimation
ENAMED,packages/shared/src/generators/question-generator.ts,22,22,import { ENAMEDArea } from '../types/education';
ENAMED,packages/shared/src/generators/question-generator.ts,41,41,targetArea: ENAMEDArea;
IRT,packages/shared/src/generators/question-generator.ts,48,48,* Difficulty to IRT parameter mapping
DIF,packages/shared/src/generators/question-generator.ts,50,50,"const DIFFICULTY_TO_IRT: Record<string, [number, number]> = {"
IRT,packages/shared/src/generators/question-generator.ts,50,50,"const DIFFICULTY_TO_IRT: Record<string, [number, number]> = {"
DIF,packages/shared/src/generators/question-generator.ts,81,81,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,81,81,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,162,162,// Estimate IRT parameters
DIF,packages/shared/src/generators/question-generator.ts,163,163,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,163,163,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
DIF,packages/shared/src/generators/question-generator.ts,246,246,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,246,246,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
DIF,packages/shared/src/generators/question-generator.ts,308,308,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,308,308,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
DIF,packages/shared/src/generators/question-generator.ts,353,353,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,353,353,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
DIF,packages/shared/src/generators/question-generator.ts,410,410,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,410,410,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
DIF,packages/shared/src/generators/question-generator.ts,463,463,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
IRT,packages/shared/src/generators/question-generator.ts,463,463,const difficultyRange = DIFFICULTY_TO_IRT[config.targetDifficulty];
ENAMED,packages/shared/src/generators/template-engine.ts,18,18,import { ENAMEDArea } from '../types/education';
DIF,packages/shared/src/generators/template-engine.ts,232,232,export const DIFFERENTIAL_TEMPLATES = {
DIF,packages/shared/src/generators/template-engine.ts,379,379,templates = DIFFERENTIAL_TEMPLATES[variant] || DIFFERENTIAL_TEMPLATES.basic;
guideline,packages/shared/src/generators/template-engine.ts,386,386,case 'protocol_guideline':
ENAMED,packages/shared/src/generators/template-engine.ts,420,420,export function generateAge(area: ENAMEDArea): number {
Grok,packages/shared/src/harvester/cli.ts,115,115,GROK_API_KEY        API key do Grok/xAI (texto E vision - $2-10/M)
Grok,packages/shared/src/harvester/cli.ts,651,651,"logInfo('Usando Grok Vision (xAI) - $2/M input, $10/M output');"
Grok,packages/shared/src/harvester/cli.ts,664,664,logInfo('  GROK_API_KEY (Grok Vision - $2-10/M)');
ENAMED,packages/shared/src/harvester/cli.ts,1016,1016,// Map area to ENAMED format
IRT,packages/shared/src/harvester/cli.ts,1026,1026,// Map difficulty to IRT parameters
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,4,4,* Usa Grok ou Minimax para extrair e estruturar questões médicas
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,72,72,interface GrokAPIResponse {
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,127,127,response = await this.callGrokAPI(prompt);
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,205,205,* Chama API do Grok
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,207,207,private async callGrokAPI(
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,214,214,console.log(`[DEBUG Grok] Using model: ${model}`);
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,237,237,"console.log(`[DEBUG Grok] Error ${response.status}:`, errorText.substring(0, 200));"
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,238,238,"console.log(`[DEBUG Grok] Retry-After header:`, response.headers.get('retry-after'));"
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,240,240,throw new Error(`Grok API error: ${response.status}`);
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,243,243,const data: GrokAPIResponse = await response.json();
Grok,packages/shared/src/harvester/parsers/llm-question-parser.ts,289,289,const data: GrokAPIResponse = await response.json(); // Same format as OpenAI
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,310,310,response = await this.callGrokVision(page);
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,447,447,* Call Grok Vision API
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,449,449,private async callGrokVision(
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,487,487,"throw new Error(`Grok API error: ${response.status} - ${errorText.substring(0, 100)}`);"
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,570,570,"response = await this.callGrokVisionWithPrompt(page, GABARITO_PROMPT);"
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,685,685,private async callGrokVisionWithPrompt(
Grok,packages/shared/src/harvester/parsers/vision-question-parser.ts,718,718,throw new Error(`Grok API error: ${response.status}`);
DIF,packages/shared/src/harvester/scripts/import-to-supabase.ts,30,30,"const DIFFICULTY_MAP: Record<string, string> = {"
ENAMED,packages/shared/src/harvester/scripts/import-to-supabase.ts,36,36,// Valid ENAMED areas (from schema constraint)
DIF,packages/shared/src/harvester/scripts/import-to-supabase.ts,154,154,const difficulty = q.difficulty ? (DIFFICULTY_MAP[q.difficulty] || 'medio') : 'medio';
DIF,packages/shared/src/harvester/scripts/import-with-gabarito.ts,28,28,"const DIFFICULTY_MAP: Record<string, string> = {"
DIF,packages/shared/src/harvester/scripts/import-with-gabarito.ts,126,126,const difficulty = q.difficulty ? (DIFFICULTY_MAP[q.difficulty] || 'medio') : 'medio';
Grok,packages/shared/src/harvester/test-harvester.ts,111,111,console.log('\n🚀 Testando parser com Grok...');
Grok,packages/shared/src/harvester/test-harvester.ts,145,145,// Similar ao Grok
ENAMED,packages/shared/src/harvester/types.ts,13,13,| 'enamed'          // ENAMED/ENADE Medicina
FSRS,packages/shared/src/index.ts,40,40,export * as FSRS from './calculators/fsrs';
ENAMED,packages/shared/src/services/ai.ts,8,8,import type { ENAMEDArea } from '../types/education'
ENAMED,packages/shared/src/services/ai.ts,15,15,area: ENAMEDArea
ENAMED,packages/shared/src/services/ai.ts,24,24,area: ENAMEDArea
ENAMED,packages/shared/src/services/ai.ts,34,34,area?: ENAMEDArea
ENAMED,packages/shared/src/services/ai.ts,53,53,content: `You are an expert medical educator specialized in ENAMED (Brazilian Medical Licensing Exam) questions.
Grok,packages/shared/src/services/ai.ts,210,210,* Execute a chat request using Grok or Minimax API
Grok,packages/shared/src/services/ai.ts,212,212,* Supports both Grok API (OpenAI-compatible) and Minimax API
Grok,packages/shared/src/services/ai.ts,214,214,* - GROK_API_KEY: Use Grok API (xAI)
Grok,packages/shared/src/services/ai.ts,232,232,// Use Grok API if available (supports both env var names)
Grok,packages/shared/src/services/ai.ts,234,234,"return minimaxChatViaGrok(request, apiKey, options?.timeoutMs)"
Grok,packages/shared/src/services/ai.ts,242,242,* Execute chat request via Grok API (OpenAI-compatible)
Grok,packages/shared/src/services/ai.ts,244,244,async function minimaxChatViaGrok(
Grok,packages/shared/src/services/ai.ts,274,274,throw new Error(`Grok API error: ${response.status} - ${JSON.stringify(error)}`)
ENAMED,packages/shared/src/services/ai/minimax-client.ts,121,121,* Generate ENAMED-style medical question
ENAMED,packages/shared/src/services/ai/minimax-client.ts,133,133,"'Você é um especialista em educação médica brasileira, criando questões para o ENAMED. ' +"
ENAMED,packages/shared/src/services/ai/minimax-client.ts,193,193,'Você é um tutor médico experiente explicando conceitos para estudantes do ENAMED. ' +
ENAMED,packages/shared/src/services/ai/minimax-client.ts,241,241,'Você é um educador médico criando casos clínicos interativos para o ENAMED. ' +
ENAMED,packages/shared/src/services/ai/minimax-client.ts,374,374,let prompt = `Crie uma questão de múltipla escolha para o ENAMED sobre ${params.area}.`;
ENAMED,packages/shared/src/services/ai/prompts/question-generation.ts,21,21,"'You are an ENAMED medical exam item writer. Output ONLY valid JSON. Language: pt-BR without markdown.',"
ENAMED,packages/shared/src/types/ai.ts,9,9,"import type { ENAMEDArea, ENAMEDQuestion } from './education';"
ENAMED,packages/shared/src/types/ai.ts,122,122,* ENAMED medical area
ENAMED,packages/shared/src/types/ai.ts,124,124,area: ENAMEDArea;
IRT,packages/shared/src/types/ai.ts,158,158,* AI-generated question (before IRT parameter estimation)
ENAMED,packages/shared/src/types/ai.ts,182,182,* ENAMED area
ENAMED,packages/shared/src/types/ai.ts,184,184,area: ENAMEDArea;
ENAMED,packages/shared/src/types/ai.ts,227,227,"question: Pick<ENAMEDQuestion, 'stem' | 'options' | 'correctIndex'>;"
ENAMED,packages/shared/src/types/ai.ts,243,243,weakAreas?: ENAMEDArea[];
ENAMED,packages/shared/src/types/ai.ts,244,244,strengthAreas?: ENAMEDArea[];
ENAMED,packages/shared/src/types/ai.ts,294,294,area: ENAMEDArea;
ENAMED,packages/shared/src/types/ai.ts,360,360,area: ENAMEDArea;
guideline,packages/shared/src/types/ai.ts,423,423,type: 'disease' | 'medication' | 'protocol' | 'guideline';
ENAMED,packages/shared/src/types/bkt.ts,26,26,import type { ENAMEDArea } from './education';
ENAMED,packages/shared/src/types/bkt.ts,39,39,area: ENAMEDArea;
ENAMED,packages/shared/src/types/bkt.ts,142,142,areas: ENAMEDArea[];
ENAMED,packages/shared/src/types/bkt.ts,144,144,"kcsByArea: Record<ENAMEDArea, {"
ENAMED,packages/shared/src/types/bkt.ts,152,152,"areaMastery: Record<ENAMEDArea, number>;"
ENAMED,packages/shared/src/types/cip.ts,10,10,"import type { ENAMEDArea, DifficultyLevel, IRTParameters } from './education';"
IRT,packages/shared/src/types/cip.ts,10,10,"import type { ENAMEDArea, DifficultyLevel, IRTParameters } from './education';"
ENAMED,packages/shared/src/types/cip.ts,110,110,/** ENAMED area */
ENAMED,packages/shared/src/types/cip.ts,111,111,area: ENAMEDArea;
DIF,packages/shared/src/types/cip.ts,147,147,"export const CIP_DIFFICULTY_PRESETS: Record<DifficultyLevel, CIPDifficultySettings> = {"
IRT,packages/shared/src/types/cip.ts,206,206,/** Per-cell IRT parameters (optional) */
IRT,packages/shared/src/types/cip.ts,207,207,irt?: IRTParameters;
ENAMED,packages/shared/src/types/cip.ts,220,220,/** ENAMED areas covered */
ENAMED,packages/shared/src/types/cip.ts,221,221,areas: ENAMEDArea[];
IRT,packages/shared/src/types/cip.ts,234,234,/** Overall IRT difficulty (computed) */
IRT,packages/shared/src/types/cip.ts,235,235,irt: IRTParameters;
ENAMED,packages/shared/src/types/cip.ts,316,316,"/** Scaled score (0-1000, like ENAMED) */"
ENAMED,packages/shared/src/types/cip.ts,346,346,/** Weight for ENAMED area match (0-1) */
DIF,packages/shared/src/types/cip.ts,369,369,"export const DIFFICULTY_SIMILARITY_THRESHOLDS: Record<DifficultyLevel, { min: number; max: number }> = {"
ENAMED,packages/shared/src/types/cip.ts,389,389,/** Focus on specific ENAMED areas */
ENAMED,packages/shared/src/types/cip.ts,390,390,areas?: ENAMEDArea[];
ENAMED,packages/shared/src/types/cip.ts,527,527,area: import('./education').ENAMEDArea;
IRT,packages/shared/src/types/cip.ts,543,543,irt: IRTParameters;
DIF,packages/shared/src/types/dif.ts,2,2,* Darwin Education - Differential Item Functioning (DIF) Types
DIF,packages/shared/src/types/dif.ts,5,5,* DIF analysis detects items that function differently across groups
IRT,packages/shared/src/types/dif.ts,11,11,"*   2. Lord's Chi-Square: IRT-based, compares item parameters across groups"
DIF,packages/shared/src/types/dif.ts,14,14,*   A: |delta_MH| < 1.0 — Negligible DIF
DIF,packages/shared/src/types/dif.ts,15,15,*   B: 1.0 ≤ |delta_MH| < 1.5 AND significant — Moderate DIF
DIF,packages/shared/src/types/dif.ts,16,16,*   C: |delta_MH| ≥ 1.5 AND significant — Large DIF (flag for review)
ENAMED,packages/shared/src/types/dif.ts,23,23,"import type { IRTParameters, ENAMEDArea } from './education';"
IRT,packages/shared/src/types/dif.ts,23,23,"import type { IRTParameters, ENAMEDArea } from './education';"
DIF,packages/shared/src/types/dif.ts,29,29,/** Grouping variable for DIF analysis */
DIF,packages/shared/src/types/dif.ts,30,30,export type DIFGroupVariable =
ENAMED,packages/shared/src/types/dif.ts,31,31,| 'area'              // Compare across ENAMED specialty areas
DIF,packages/shared/src/types/dif.ts,36,36,/** Group definition for DIF comparison */
DIF,packages/shared/src/types/dif.ts,37,37,export interface DIFGroupDefinition {
DIF,packages/shared/src/types/dif.ts,39,39,variable: DIFGroupVariable;
DIF,packages/shared/src/types/dif.ts,42,42,/** Focal group (the group being tested for DIF) */
DIF,packages/shared/src/types/dif.ts,50,50,/** Response data for DIF analysis */
DIF,packages/shared/src/types/dif.ts,51,51,export interface DIFResponseData {
DIF,packages/shared/src/types/dif.ts,104,104,/** Lord's IRT-based DIF test result */
IRT,packages/shared/src/types/dif.ts,104,104,/** Lord's IRT-based DIF test result */
IRT,packages/shared/src/types/dif.ts,112,112,/** Focal group IRT parameters */
IRT,packages/shared/src/types/dif.ts,113,113,focalParams: IRTParameters;
IRT,packages/shared/src/types/dif.ts,114,114,/** Reference group IRT parameters */
IRT,packages/shared/src/types/dif.ts,115,115,referenceParams: IRTParameters;
DIF,packages/shared/src/types/dif.ts,125,125,// DIF Classification
DIF,packages/shared/src/types/dif.ts,128,128,/** ETS DIF classification */
DIF,packages/shared/src/types/dif.ts,131,131,/** DIF classification thresholds */
DIF,packages/shared/src/types/dif.ts,132,132,export const DIF_THRESHOLDS = {
DIF,packages/shared/src/types/dif.ts,141,141,/** Complete DIF result for a single item */
DIF,packages/shared/src/types/dif.ts,142,142,export interface DIFItemResult {
ENAMED,packages/shared/src/types/dif.ts,146,146,area?: ENAMEDArea;
IRT,packages/shared/src/types/dif.ts,149,149,/** Lord's chi-square results (if IRT params available) */
DIF,packages/shared/src/types/dif.ts,155,155,/** Direction of DIF: favors focal or reference group */
DIF,packages/shared/src/types/dif.ts,166,166,/** Complete DIF analysis across all items */
DIF,packages/shared/src/types/dif.ts,167,167,export interface DIFAnalysis {
DIF,packages/shared/src/types/dif.ts,169,169,groupDefinition: DIFGroupDefinition;
DIF,packages/shared/src/types/dif.ts,170,170,/** Per-item DIF results */
DIF,packages/shared/src/types/dif.ts,171,171,itemResults: DIFItemResult[];
